42,c-NIGER-11,EXT-2,2,2018-04-01 03:57:05,0001-01-01 00:00:00,0.00
42,c-NIGER-11,EXT-2,2,2018-04-01 03:57:05,2018-04-01 03:57:05,0.00
10,c-NIGER-2,NIGER-5,2,2018-04-01 03:57:05,0001-01-01 00:00:00,0.00
10,c-NIGER-2,NIGER-5,2,2018-04-01 03:57:05,2018-04-01 03:57:05,0.00
29,c-NIGER-7,NIGER-3,0,2018-04-01 03:57:05,0001-01-01 00:00:00,0.00
29,c-NIGER-7,NIGER-3,0,2018-04-01 03:57:05,2018-04-01 03:57:05,46953.33
24,c-NIGER-6,NIGER-4,1,2018-04-01 03:57:06,0001-01-01 00:00:00,0.00
24,c-NIGER-6,NIGER-4,1,2018-04-01 03:57:06,2018-04-01 03:57:06,19275.44
43,c-NIGER-11,EXT-0,1,2018-04-01 03:57:08,0001-01-01 00:00:00,0.00
43,c-NIGER-11,EXT-0,1,2018-04-01 03:57:08,2018-04-01 03:57:08,7654.30
7,c-NIGER-1,EXT-2,3,2018-04-01 03:57:09,0001-01-01 00:00:00,0.00
7,c-NIGER-1,EXT-2,3,2018-04-01 03:57:09,2018-04-01 03:57:09,40028.33
15,c-NIGER-3,NIGER-5,0,2018-04-01 03:57:09,0001-01-01 00:00:00,0.00
15,c-NIGER-3,NIGER-5,0,2018-04-01 03:57:09,2018-04-01 03:57:09,41987.59
25,c-NIGER-6,NIGER-6,0,2018-04-01 03:57:11,0001-01-01 00:00:00,0.00
25,c-NIGER-6,NIGER-6,0,2018-04-01 03:57:11,2018-04-01 03:57:11,28546.60
18,c-NIGER-4,NIGER-9,3,2018-04-01 03:57:13,0001-01-01 00:00:00,0.00
18,c-NIGER-4,NIGER-9,3,2018-04-01 03:57:13,2018-04-01 03:57:13,24793.64
0,c-NIGER-0,NIGER-7,0,2018-04-01 03:57:15,0001-01-01 00:00:00,0.00
0,c-NIGER-0,NIGER-7,0,2018-04-01 03:57:15,2018-04-01 03:57:15,7826.58
44,c-NIGER-11,EXT-0,0,2018-04-01 03:57:23,0001-01-01 00:00:00,0.00
44,c-NIGER-11,EXT-0,0,2018-04-01 03:57:23,2018-04-01 03:57:23,31158.52
11,c-NIGER-2,NIGER-3,0,2018-04-01 03:57:23,0001-01-01 00:00:00,0.00
11,c-NIGER-2,NIGER-3,0,2018-04-01 03:57:23,2018-04-01 03:57:23,50789.21
16,c-NIGER-3,NIGER-1,0,2018-04-01 03:57:24,0001-01-01 00:00:00,0.00
16,c-NIGER-3,NIGER-1,0,2018-04-01 03:57:24,2018-04-01 03:57:24,69755.93
33,c-NIGER-8,NIGER-1,3,2018-04-01 03:57:25,0001-01-01 00:00:00,0.00
33,c-NIGER-8,NIGER-1,3,2018-04-01 03:57:25,2018-04-01 03:57:25,38921.18
34,c-NIGER-8,NIGER-3,1,2018-04-01 03:57:26,0001-01-01 00:00:00,0.00
34,c-NIGER-8,NIGER-3,1,2018-04-01 03:57:26,2018-04-01 03:57:26,1998.01
45,c-NIGER-11,NIGER-8,0,2018-04-01 03:57:27,0001-01-01 00:00:00,0.00
45,c-NIGER-11,NIGER-8,0,2018-04-01 03:57:27,2018-04-01 03:57:27,35441.71
30,c-NIGER-7,NIGER-1,3,2018-04-01 03:57:28,0001-01-01 00:00:00,0.00
30,c-NIGER-7,NIGER-1,3,2018-04-01 03:57:28,2018-04-01 03:57:28,15293.52
39,c-NIGER-10,EXT-1,0,2018-04-01 03:57:29,0001-01-01 00:00:00,0.00
39,c-NIGER-10,EXT-1,0,2018-04-01 03:57:29,2018-04-01 03:57:29,53015.58
17,c-NIGER-3,NIGER-5,0,2018-04-01 03:57:33,0001-01-01 00:00:00,0.00
17,c-NIGER-3,NIGER-5,0,2018-04-01 03:57:33,2018-04-01 03:57:33,71686.34
40,c-NIGER-10,NIGER-1,0,2018-04-01 03:57:34,0001-01-01 00:00:00,0.00
40,c-NIGER-10,NIGER-1,0,2018-04-01 03:57:34,2018-04-01 03:57:34,4905.32
8,c-NIGER-1,NIGER-8,0,2018-04-01 03:57:37,0001-01-01 00:00:00,0.00
8,c-NIGER-1,NIGER-8,0,2018-04-01 03:57:37,2018-04-01 03:57:37,33963.87
12,c-NIGER-2,NIGER-5,0,2018-04-01 03:57:39,0001-01-01 00:00:00,0.00
12,c-NIGER-2,NIGER-5,0,2018-04-01 03:57:39,2018-04-01 03:57:39,33252.26
31,c-NIGER-7,EXT-3,0,2018-04-01 03:57:41,0001-01-01 00:00:00,0.00
31,c-NIGER-7,EXT-3,0,2018-04-01 03:57:41,2018-04-01 03:57:41,15784.28
1,c-NIGER-0,NIGER-4,3,2018-04-01 03:57:41,0001-01-01 00:00:00,0.00
1,c-NIGER-0,NIGER-4,3,2018-04-01 03:57:41,2018-04-01 03:57:41,31720.04
26,c-NIGER-6,NIGER-4,2,2018-04-01 03:57:45,0001-01-01 00:00:00,0.00
26,c-NIGER-6,NIGER-4,2,2018-04-01 03:57:45,2018-04-01 03:57:45,0.00
19,c-NIGER-4,NIGER-9,0,2018-04-01 03:57:45,0001-01-01 00:00:00,0.00
13,c-NIGER-2,NIGER-1,1,2018-04-01 03:57:45,0001-01-01 00:00:00,0.00
19,c-NIGER-4,NIGER-9,0,2018-04-01 03:57:45,2018-04-01 03:57:45,32525.77
13,c-NIGER-2,NIGER-1,1,2018-04-01 03:57:45,2018-04-01 03:57:45,10340.09
2,c-NIGER-0,NIGER-4,3,2018-04-01 03:57:46,0001-01-01 00:00:00,0.00
2,c-NIGER-0,NIGER-4,3,2018-04-01 03:57:46,2018-04-01 03:57:46,41458.94
35,c-NIGER-9,NIGER-8,0,2018-04-01 03:57:47,0001-01-01 00:00:00,0.00
35,c-NIGER-9,NIGER-8,0,2018-04-01 03:57:47,2018-04-01 03:57:47,64643.52
