42,c-NIGER-11,EXT-2,2,2018-04-01 03:57:05,0001-01-01 00:00:00,0.00
42,c-NIGER-11,EXT-2,2,2018-04-01 03:57:05,2018-04-01 03:57:05,0.00
10,c-NIGER-2,NIGER-5,2,2018-04-01 03:57:07,0001-01-01 00:00:00,0.00
10,c-NIGER-2,NIGER-5,2,2018-04-01 03:57:07,2018-04-01 03:57:07,0.00
29,c-NIGER-7,NIGER-3,0,2018-04-01 03:57:09,0001-01-01 00:00:00,0.00
29,c-NIGER-7,NIGER-3,0,2018-04-01 03:57:09,2018-04-01 03:57:09,46953.33
24,c-NIGER-6,NIGER-4,1,2018-04-01 03:57:10,0001-01-01 00:00:00,0.00
24,c-NIGER-6,NIGER-4,1,2018-04-01 03:57:10,2018-04-01 03:57:11,19275.44
43,c-NIGER-11,EXT-0,1,2018-04-01 03:57:22,0001-01-01 00:00:00,0.00
43,c-NIGER-11,EXT-0,1,2018-04-01 03:57:22,2018-04-01 03:57:23,7654.30
7,c-NIGER-1,EXT-2,3,2018-04-01 03:57:27,0001-01-01 00:00:00,0.00
7,c-NIGER-1,EXT-2,3,2018-04-01 03:57:27,2018-04-01 03:57:27,40028.33
15,c-NIGER-3,NIGER-5,0,2018-04-01 03:57:28,0001-01-01 00:00:00,0.00
15,c-NIGER-3,NIGER-5,0,2018-04-01 03:57:28,2018-04-01 03:57:28,41987.59
25,c-NIGER-6,NIGER-6,0,2018-04-01 03:57:39,0001-01-01 00:00:00,0.00
25,c-NIGER-6,NIGER-6,0,2018-04-01 03:57:39,2018-04-01 03:57:39,28546.60
18,c-NIGER-4,NIGER-9,3,2018-04-01 03:57:48,0001-01-01 00:00:00,0.00
18,c-NIGER-4,NIGER-9,3,2018-04-01 03:57:48,2018-04-01 03:57:48,24793.64
0,c-NIGER-0,NIGER-7,0,2018-04-01 03:57:55,0001-01-01 00:00:00,0.00
0,c-NIGER-0,NIGER-7,0,2018-04-01 03:57:55,2018-04-01 03:57:55,7826.58
44,c-NIGER-11,EXT-0,0,2018-04-01 03:58:37,0001-01-01 00:00:00,0.00
44,c-NIGER-11,EXT-0,0,2018-04-01 03:58:37,2018-04-01 03:58:38,31158.52
11,c-NIGER-2,NIGER-3,0,2018-04-01 03:58:38,0001-01-01 00:00:00,0.00
11,c-NIGER-2,NIGER-3,0,2018-04-01 03:58:38,2018-04-01 03:58:38,50789.21
16,c-NIGER-3,NIGER-1,0,2018-04-01 03:58:44,0001-01-01 00:00:00,0.00
16,c-NIGER-3,NIGER-1,0,2018-04-01 03:58:44,2018-04-01 03:58:44,69755.93
33,c-NIGER-8,NIGER-1,3,2018-04-01 03:58:45,0001-01-01 00:00:00,0.00
33,c-NIGER-8,NIGER-1,3,2018-04-01 03:58:45,2018-04-01 03:58:45,38921.18
34,c-NIGER-8,NIGER-3,1,2018-04-01 03:58:53,0001-01-01 00:00:00,0.00
34,c-NIGER-8,NIGER-3,1,2018-04-01 03:58:53,2018-04-01 03:58:53,1998.01
45,c-NIGER-11,NIGER-8,0,2018-04-01 03:58:55,0001-01-01 00:00:00,0.00
45,c-NIGER-11,NIGER-8,0,2018-04-01 03:58:55,2018-04-01 03:58:55,35441.71
30,c-NIGER-7,NIGER-1,3,2018-04-01 03:59:01,0001-01-01 00:00:00,0.00
30,c-NIGER-7,NIGER-1,3,2018-04-01 03:59:01,2018-04-01 03:59:01,15293.52
39,c-NIGER-10,EXT-1,0,2018-04-01 03:59:06,0001-01-01 00:00:00,0.00
39,c-NIGER-10,EXT-1,0,2018-04-01 03:59:06,2018-04-01 03:59:06,53015.58
17,c-NIGER-3,NIGER-5,0,2018-04-01 03:59:25,0001-01-01 00:00:00,0.00
17,c-NIGER-3,NIGER-5,0,2018-04-01 03:59:25,2018-04-01 03:59:25,71686.34
40,c-NIGER-10,NIGER-1,0,2018-04-01 03:59:34,0001-01-01 00:00:00,0.00
40,c-NIGER-10,NIGER-1,0,2018-04-01 03:59:34,2018-04-01 03:59:34,4905.32
8,c-NIGER-1,NIGER-8,0,2018-04-01 03:59:46,0001-01-01 00:00:00,0.00
8,c-NIGER-1,NIGER-8,0,2018-04-01 03:59:46,2018-04-01 03:59:46,33963.87
12,c-NIGER-2,NIGER-5,0,2018-04-01 03:59:59,0001-01-01 00:00:00,0.00
12,c-NIGER-2,NIGER-5,0,2018-04-01 03:59:59,2018-04-01 03:59:59,33252.26
31,c-NIGER-7,EXT-3,0,2018-04-01 04:00:05,0001-01-01 00:00:00,0.00
31,c-NIGER-7,EXT-3,0,2018-04-01 04:00:05,2018-04-01 04:00:05,15784.28
1,c-NIGER-0,NIGER-4,3,2018-04-01 04:00:08,0001-01-01 00:00:00,0.00
1,c-NIGER-0,NIGER-4,3,2018-04-01 04:00:08,2018-04-01 04:00:08,31720.04
26,c-NIGER-6,NIGER-4,2,2018-04-01 04:00:26,0001-01-01 00:00:00,0.00
26,c-NIGER-6,NIGER-4,2,2018-04-01 04:00:26,2018-04-01 04:00:26,0.00
19,c-NIGER-4,NIGER-9,0,2018-04-01 04:00:27,0001-01-01 00:00:00,0.00
13,c-NIGER-2,NIGER-1,1,2018-04-01 04:00:28,0001-01-01 00:00:00,0.00
19,c-NIGER-4,NIGER-9,0,2018-04-01 04:00:27,2018-04-01 04:00:28,32525.77
13,c-NIGER-2,NIGER-1,1,2018-04-01 04:00:28,2018-04-01 04:00:28,10340.09
2,c-NIGER-0,NIGER-4,3,2018-04-01 04:00:32,0001-01-01 00:00:00,0.00
2,c-NIGER-0,NIGER-4,3,2018-04-01 04:00:32,2018-04-01 04:00:32,41458.94
35,c-NIGER-9,NIGER-8,0,2018-04-01 04:00:39,0001-01-01 00:00:00,0.00
35,c-NIGER-9,NIGER-8,0,2018-04-01 04:00:39,2018-04-01 04:00:39,64643.52
