transaction_id,number_id,ATM_id,transaction_type,transaction_start,transaction_end,transaction_amount
113076,c-NIGER-1400,NIGER-19,2,2018-04-01 01:32:56,,
113076,c-NIGER-1400,NIGER-19,2,2018-04-01 01:32:56,2018-04-01 01:33:01,33324.22
124896,c-NIGER-1549,NIGER-38,2,2018-04-01 01:57:49,,
124896,c-NIGER-1549,NIGER-38,2,2018-04-01 01:57:49,2018-04-01 01:57:54,812.84
53947,c-NIGER-676,EXT-1,2,2018-04-01 02:30:04,,
53947,c-NIGER-676,EXT-1,2,2018-04-01 02:30:04,2018-04-01 02:30:09,58679.82
134571,c-NIGER-1667,NIGER-1,0,2018-04-01 02:36:43,,
134571,c-NIGER-1667,NIGER-1,0,2018-04-01 02:36:43,2018-04-01 02:36:48,21849.56
156589,c-NIGER-1942,EXT-4,2,2018-04-01 04:12:01,,
156589,c-NIGER-1942,EXT-4,2,2018-04-01 04:12:01,2018-04-01 04:12:06,0.0
53457,c-NIGER-670,NIGER-26,0,2018-04-01 04:12:52,,
53457,c-NIGER-670,NIGER-26,0,2018-04-01 04:12:52,2018-04-01 04:12:57,16797.16
120824,c-NIGER-1497,NIGER-11,0,2018-04-01 04:24:00,,
120824,c-NIGER-1497,NIGER-11,0,2018-04-01 04:24:00,2018-04-01 04:24:05,67768.8
103641,c-NIGER-1291,NIGER-43,1,2018-04-01 05:20:59,,
103641,c-NIGER-1291,NIGER-43,1,2018-04-01 05:20:59,2018-04-01 05:21:04,19865.62
117984,c-NIGER-1460,NIGER-0,1,2018-04-01 06:06:24,,
117984,c-NIGER-1460,NIGER-0,1,2018-04-01 06:06:24,2018-04-01 06:06:29,38133.16
57449,c-NIGER-724,NIGER-0,3,2018-04-01 06:37:32,,
57449,c-NIGER-724,NIGER-0,3,2018-04-01 06:37:32,2018-04-01 06:37:37,53019.86
5537,c-NIGER-71,NIGER-26,3,2018-04-01 07:21:17,,
5537,c-NIGER-71,NIGER-26,3,2018-04-01 07:21:17,2018-04-01 07:21:22,0.0
8108,c-NIGER-100,NIGER-3,1,2018-04-01 07:51:01,,
8108,c-NIGER-100,NIGER-3,1,2018-04-01 07:51:01,2018-04-01 07:51:06,86326.24
137217,c-NIGER-1700,NIGER-39,2,2018-04-01 08:03:36,,
137217,c-NIGER-1700,NIGER-39,2,2018-04-01 08:03:36,2018-04-01 08:03:41,79860.08
89370,c-NIGER-1110,NIGER-15,0,2018-04-01 09:33:25,,
89370,c-NIGER-1110,NIGER-15,0,2018-04-01 09:33:25,2018-04-01 09:33:30,10296.52
120473,c-NIGER-1493,NIGER-15,0,2018-04-01 09:41:34,,
120473,c-NIGER-1493,NIGER-15,0,2018-04-01 09:41:34,2018-04-01 09:41:39,389.84
96406,c-NIGER-1196,NIGER-10,0,2018-04-01 10:14:07,,
96406,c-NIGER-1196,NIGER-10,0,2018-04-01 10:14:07,2018-04-01 10:14:12,14608.26
41249,c-NIGER-521,NIGER-8,1,2018-04-01 10:17:19,,
41249,c-NIGER-521,NIGER-8,1,2018-04-01 10:17:19,2018-04-01 10:17:24,51058.14
103116,c-NIGER-1285,NIGER-20,0,2018-04-01 10:37:28,,
103116,c-NIGER-1285,NIGER-20,0,2018-04-01 10:37:28,2018-04-01 10:37:33,12972.38
157379,c-NIGER-1952,NIGER-2,2,2018-04-01 11:21:19,,
157379,c-NIGER-1952,NIGER-2,2,2018-04-01 11:21:19,2018-04-01 11:21:24,50749.36
2366,c-NIGER-29,NIGER-42,0,2018-04-01 11:49:26,,
2366,c-NIGER-29,NIGER-42,0,2018-04-01 11:49:26,2018-04-01 11:49:31,25428.54
127673,c-NIGER-1579,NIGER-14,3,2018-04-01 12:02:34,,
127673,c-NIGER-1579,NIGER-14,3,2018-04-01 12:02:34,2018-04-01 12:02:39,64455.92
142784,c-NIGER-1766,NIGER-28,0,2018-04-01 12:10:43,,
142784,c-NIGER-1766,NIGER-28,0,2018-04-01 12:10:43,2018-04-01 12:10:48,53019.92
68168,c-NIGER-847,NIGER-11,0,2018-04-01 12:12:28,,
68168,c-NIGER-847,NIGER-11,0,2018-04-01 12:12:28,2018-04-01 12:12:33,49467.74
