test,approach,answer,time
30-0.02-16c,16c-500f,1,0.04
30-0.02-16c,16c-500f,2,0.05
30-0.02-16c,16c-500f,3,0.07
30-0.02-16c,16c-500f,4,0.09
30-0.02-16c,16c-500f,5,0.23
30-0.02-16c,16c-500f,6,0.24
30-0.02-16c,16c-500f,7,0.29
30-0.02-16c,16c-500f,8,0.34
30-0.02-16c,16c-500f,9,0.38
30-0.02-16c,16c-500f,10,0.39
30-0.02-16c,16c-500f,11,0.39
30-0.02-16c,16c-500f,12,0.41
30-0.02-16c,16c-500f,13,0.42
30-0.02-16c,16c-500f,14,0.44
30-0.02-16c,16c-500f,15,0.48
30-0.02-16c,16c-500f,16,0.51
30-0.02-16c,16c-500f,17,0.54
30-0.02-16c,16c-500f,18,0.58
30-0.02-16c,16c-500f,19,0.58
30-0.02-16c,16c-500f,20,0.64
30-0.02-16c,16c-500f,21,0.66
30-0.02-16c,16c-500f,22,0.66
30-0.02-16c,16c-500f,23,0.67
30-0.02-16c,16c-500f,24,0.73
30-0.02-16c,16c-500f,25,0.74
30-0.02-16c,16c-500f,26,0.75
30-0.02-16c,16c-500f,27,0.75
30-0.02-16c,16c-500f,28,0.80
30-0.02-16c,16c-500f,29,0.80
30-0.02-16c,16c-500f,30,1.06
30-0.02-16c,16c-500f,31,1.38
30-0.02-16c,16c-500f,32,1.48
30-0.02-16c,16c-500f,33,1.54
30-0.02-16c,16c-500f,34,1.58
30-0.02-16c,16c-500f,35,1.64
30-0.02-16c,16c-500f,36,1.70
30-0.02-16c,16c-500f,37,1.77
30-0.02-16c,16c-500f,38,1.91
30-0.02-16c,16c-500f,39,1.96
30-0.02-16c,16c-500f,40,1.99
30-0.02-16c,16c-500f,41,2.00
30-0.02-16c,16c-500f,42,2.08
30-0.02-16c,16c-500f,43,2.12
30-0.02-16c,16c-500f,44,2.14
30-0.02-16c,16c-500f,45,2.16
30-0.02-16c,16c-500f,46,2.19
30-0.02-16c,16c-500f,47,2.28
30-0.02-16c,16c-500f,48,2.33
30-0.02-16c,16c-500f,49,2.36
30-0.02-16c,16c-500f,50,2.40
30-0.02-16c,16c-500f,51,2.46
30-0.02-16c,16c-500f,52,2.48
30-0.02-16c,16c-500f,53,2.52
30-0.02-16c,16c-500f,54,2.52
30-0.02-16c,16c-500f,55,2.63
30-0.02-16c,16c-500f,56,2.69
30-0.02-16c,16c-500f,57,2.81
30-0.02-16c,16c-500f,58,2.92
30-0.02-16c,16c-500f,59,3.00
30-0.02-16c,16c-500f,60,3.06
30-0.02-16c,16c-500f,61,3.11
30-0.02-16c,16c-500f,62,3.14
30-0.02-16c,16c-500f,63,3.19
30-0.02-16c,16c-500f,64,3.24
30-0.02-16c,16c-500f,65,3.24
30-0.02-16c,16c-500f,66,3.35
30-0.02-16c,16c-500f,67,3.39
30-0.02-16c,16c-500f,68,3.43
30-0.02-16c,16c-500f,69,3.47
30-0.02-16c,16c-500f,70,3.50
30-0.02-16c,16c-500f,71,3.56
30-0.02-16c,16c-500f,72,3.56
30-0.02-16c,16c-500f,73,3.58
30-0.02-16c,16c-500f,74,3.64
30-0.02-16c,16c-500f,75,3.64
30-0.02-16c,16c-500f,76,3.70
30-0.02-16c,16c-500f,77,3.71
30-0.02-16c,16c-500f,78,3.73
30-0.02-16c,16c-500f,79,3.74
30-0.02-16c,16c-500f,80,3.78
30-0.02-16c,16c-500f,81,3.78
30-0.02-16c,16c-500f,82,3.85
30-0.02-16c,16c-500f,83,3.88
30-0.02-16c,16c-500f,84,3.90
30-0.02-16c,16c-500f,85,3.97
30-0.02-16c,16c-500f,86,3.98
30-0.02-16c,16c-500f,87,4.04
30-0.02-16c,16c-500f,88,4.05
30-0.02-16c,16c-500f,89,4.08
30-0.02-16c,16c-500f,90,4.12
30-0.02-16c,16c-500f,91,4.13
30-0.02-16c,16c-500f,92,4.14
30-0.02-16c,16c-500f,93,4.20
30-0.02-16c,16c-500f,94,4.27
30-0.02-16c,16c-500f,95,4.31
30-0.02-16c,16c-500f,96,4.33
30-0.02-16c,16c-500f,97,4.37
30-0.02-16c,16c-500f,98,4.44
30-0.02-16c,16c-500f,99,4.51
30-0.02-16c,16c-500f,100,4.54
30-0.02-16c,16c-500f,101,4.58
30-0.02-16c,16c-500f,102,4.58
30-0.02-16c,16c-500f,103,4.59
30-0.02-16c,16c-500f,104,4.59
30-0.02-16c,16c-500f,105,4.61
30-0.02-16c,16c-500f,106,4.70
