test,approach,answer,time,responseTime
30-0.02-4c,4c-200f,1,0.02,16360224.00
30-0.02-4c,4c-200f,2,0.04,28197506.00
30-0.02-4c,4c-200f,3,0.05,40842020.00
30-0.02-4c,4c-200f,4,0.08,72311983.00
30-0.02-4c,4c-200f,5,0.14,120165198.00
30-0.02-4c,4c-200f,6,0.14,126586364.00
30-0.02-4c,4c-200f,7,0.14,116980550.00
30-0.02-4c,4c-200f,8,0.15,123701490.00
30-0.02-4c,4c-200f,9,0.21,190064186.00
30-0.02-4c,4c-200f,10,0.24,225744529.00
30-0.02-4c,4c-200f,11,0.27,230977511.00
30-0.02-4c,4c-200f,12,0.29,266078531.00
30-0.02-4c,4c-200f,13,0.29,236139462.00
30-0.02-4c,4c-200f,14,0.29,257967776.00
30-0.02-4c,4c-200f,15,0.38,341003044.00
30-0.02-4c,4c-200f,16,0.45,414823965.00
30-0.02-4c,4c-200f,17,0.46,430940639.00
30-0.02-4c,4c-200f,18,0.47,421995468.00
30-0.02-4c,4c-200f,19,0.47,422564944.00
30-0.02-4c,4c-200f,20,0.51,483837929.00
30-0.02-4c,4c-200f,21,0.51,448056463.00
30-0.02-4c,4c-200f,22,0.54,473937304.00
30-0.02-4c,4c-200f,23,0.57,533808227.00
30-0.02-4c,4c-200f,24,0.58,519928799.00
30-0.02-4c,4c-200f,25,0.59,529269984.00
30-0.02-4c,4c-200f,26,0.62,554991859.00
30-0.02-4c,4c-200f,27,0.66,595740406.00
30-0.02-4c,4c-200f,28,0.67,626028326.00
30-0.02-4c,4c-200f,29,0.71,660353509.00
30-0.02-4c,4c-200f,30,0.73,686087593.00
30-0.02-4c,4c-200f,31,0.80,751350216.00
30-0.02-4c,4c-200f,32,0.82,786461736.00
30-0.02-4c,4c-200f,33,0.83,736782979.00
30-0.02-4c,4c-200f,34,0.87,832844030.00
30-0.02-4c,4c-200f,35,0.91,830011672.00
30-0.02-4c,4c-200f,36,0.96,907780144.00
30-0.02-4c,4c-200f,37,0.98,882622187.00
30-0.02-4c,4c-200f,38,1.08,1030802439.00
30-0.02-4c,4c-200f,39,1.08,983118453.00
30-0.02-4c,4c-200f,40,1.09,986961196.00
30-0.02-4c,4c-200f,41,1.11,1060526758.00
30-0.02-4c,4c-200f,42,1.11,1001219416.00
30-0.02-4c,4c-200f,43,1.20,1123940052.00
30-0.02-4c,4c-200f,44,1.21,1106155870.00
30-0.02-4c,4c-200f,45,1.24,1140767008.00
30-0.02-4c,4c-200f,46,1.26,1153282910.00
30-0.02-4c,4c-200f,47,1.29,1225396286.00
30-0.02-4c,4c-200f,48,1.43,1341536562.00
30-0.02-4c,4c-200f,49,1.51,1457775002.00
30-0.02-4c,4c-200f,50,1.56,1500149371.00
30-0.02-4c,4c-200f,51,1.59,1499436010.00
30-0.02-4c,4c-200f,52,1.60,1496146720.00
30-0.02-4c,4c-200f,53,1.70,1587066076.00
30-0.02-4c,4c-200f,54,1.74,1687585498.00
30-0.02-4c,4c-200f,55,1.82,1703823977.00
30-0.02-4c,4c-200f,56,1.85,1690112819.00
30-0.02-4c,4c-200f,57,1.92,1809271632.00
30-0.02-4c,4c-200f,58,1.93,1811439381.00
30-0.02-4c,4c-200f,59,1.99,1895057592.00
30-0.02-4c,4c-200f,60,2.16,2071732535.00
30-0.02-4c,4c-200f,61,2.18,2052530926.00
30-0.02-4c,4c-200f,62,2.27,2187975418.00
30-0.02-4c,4c-200f,63,2.29,2101826017.00
30-0.02-4c,4c-200f,64,2.32,2144453206.00
30-0.02-4c,4c-200f,65,2.38,2190058120.00
30-0.02-4c,4c-200f,66,2.41,2298733502.00
30-0.02-4c,4c-200f,67,2.46,2349437983.00
30-0.02-4c,4c-200f,68,2.48,2350860700.00
30-0.02-4c,4c-200f,69,2.48,2314895414.00
30-0.02-4c,4c-200f,70,2.49,2366035950.00
30-0.02-4c,4c-200f,71,2.52,2292640213.00
30-0.02-4c,4c-200f,72,2.71,2628828560.00
30-0.02-4c,4c-200f,73,2.72,2567123898.00
30-0.02-4c,4c-200f,74,2.83,2673990664.00
30-0.02-4c,4c-200f,75,2.86,2738551246.00
30-0.02-4c,4c-200f,76,2.87,2717653412.00
30-0.02-4c,4c-200f,77,2.88,2714461114.00
30-0.02-4c,4c-200f,78,2.89,2690088566.00
30-0.02-4c,4c-200f,79,3.08,2897910827.00
30-0.02-4c,4c-200f,80,3.14,3032108485.00
30-0.02-4c,4c-200f,81,3.17,3053082410.00
30-0.02-4c,4c-200f,82,3.20,2990048980.00
30-0.02-4c,4c-200f,83,3.30,3204192663.00
30-0.02-4c,4c-200f,84,3.30,3007275571.00
30-0.02-4c,4c-200f,85,3.33,3217340225.00
30-0.02-4c,4c-200f,86,3.33,3216304024.00
30-0.02-4c,4c-200f,87,3.34,3188235341.00
30-0.02-4c,4c-200f,88,3.36,3143970049.00
30-0.02-4c,4c-200f,89,3.49,3316755231.00
30-0.02-4c,4c-200f,90,3.49,3256651878.00
30-0.02-4c,4c-200f,91,3.50,3329973200.00
30-0.02-4c,4c-200f,92,3.50,3198269926.00
30-0.02-4c,4c-200f,93,3.52,3330700994.00
30-0.02-4c,4c-200f,94,3.53,3405990638.00
30-0.02-4c,4c-200f,95,3.57,3391521034.00
30-0.02-4c,4c-200f,96,3.58,3521200971.00
30-0.02-4c,4c-200f,97,3.65,3450388548.00
30-0.02-4c,4c-200f,98,3.65,3503634871.00
30-0.02-4c,4c-200f,99,3.88,3702117538.00
30-0.02-4c,4c-200f,100,3.92,3796658042.00
