test,approach,answer,time
30-0.02-8c,8c-2f,1,0.05
30-0.02-8c,8c-2f,2,0.05
30-0.02-8c,8c-2f,3,0.06
30-0.02-8c,8c-2f,4,0.07
30-0.02-8c,8c-2f,5,0.08
30-0.02-8c,8c-2f,6,0.10
30-0.02-8c,8c-2f,7,0.10
30-0.02-8c,8c-2f,8,0.30
30-0.02-8c,8c-2f,9,0.33
30-0.02-8c,8c-2f,10,0.41
30-0.02-8c,8c-2f,11,0.65
30-0.02-8c,8c-2f,12,0.72
30-0.02-8c,8c-2f,13,0.93
30-0.02-8c,8c-2f,14,0.94
30-0.02-8c,8c-2f,15,1.00
30-0.02-8c,8c-2f,16,1.03
30-0.02-8c,8c-2f,17,1.27
30-0.02-8c,8c-2f,18,1.39
30-0.02-8c,8c-2f,19,1.76
30-0.02-8c,8c-2f,20,1.91
30-0.02-8c,8c-2f,21,2.03
30-0.02-8c,8c-2f,22,2.25
30-0.02-8c,8c-2f,23,2.32
30-0.02-8c,8c-2f,24,2.37
30-0.02-8c,8c-2f,25,2.95
30-0.02-8c,8c-2f,26,3.04
30-0.02-8c,8c-2f,27,3.53
30-0.02-8c,8c-2f,28,3.73
30-0.02-8c,8c-2f,29,3.89
30-0.02-8c,8c-2f,30,3.93
30-0.02-8c,8c-2f,31,3.98
30-0.02-8c,8c-2f,32,4.00
30-0.02-8c,8c-2f,33,4.13
30-0.02-8c,8c-2f,34,4.21
30-0.02-8c,8c-2f,35,4.22
30-0.02-8c,8c-2f,36,4.27
30-0.02-8c,8c-2f,37,4.30
30-0.02-8c,8c-2f,38,4.33
30-0.02-8c,8c-2f,39,4.48
30-0.02-8c,8c-2f,40,4.72
30-0.02-8c,8c-2f,41,4.89
30-0.02-8c,8c-2f,42,5.73
30-0.02-8c,8c-2f,43,5.77
30-0.02-8c,8c-2f,44,5.77
30-0.02-8c,8c-2f,45,6.03
30-0.02-8c,8c-2f,46,6.11
30-0.02-8c,8c-2f,47,6.15
30-0.02-8c,8c-2f,48,6.21
30-0.02-8c,8c-2f,49,6.37
30-0.02-8c,8c-2f,50,6.68
30-0.02-8c,8c-2f,51,6.89
30-0.02-8c,8c-2f,52,7.36
30-0.02-8c,8c-2f,53,7.94
30-0.02-8c,8c-2f,54,8.36
30-0.02-8c,8c-2f,55,8.48
30-0.02-8c,8c-2f,56,8.94
30-0.02-8c,8c-2f,57,9.04
30-0.02-8c,8c-2f,58,9.21
30-0.02-8c,8c-2f,59,9.45
30-0.02-8c,8c-2f,60,10.14
30-0.02-8c,8c-2f,61,10.79
30-0.02-8c,8c-2f,62,10.92
30-0.02-8c,8c-2f,63,10.99
30-0.02-8c,8c-2f,64,11.04
30-0.02-8c,8c-2f,65,11.18
30-0.02-8c,8c-2f,66,11.97
30-0.02-8c,8c-2f,67,12.01
30-0.02-8c,8c-2f,68,12.02
30-0.02-8c,8c-2f,69,12.14
30-0.02-8c,8c-2f,70,12.16
30-0.02-8c,8c-2f,71,12.44
30-0.02-8c,8c-2f,72,13.75
30-0.02-8c,8c-2f,73,13.97
30-0.02-8c,8c-2f,74,14.15
30-0.02-8c,8c-2f,75,14.18
30-0.02-8c,8c-2f,76,14.61
30-0.02-8c,8c-2f,77,14.77
30-0.02-8c,8c-2f,78,15.11
30-0.02-8c,8c-2f,79,15.24
30-0.02-8c,8c-2f,80,15.61
30-0.02-8c,8c-2f,81,15.77
30-0.02-8c,8c-2f,82,16.42
30-0.02-8c,8c-2f,83,16.92
30-0.02-8c,8c-2f,84,17.05
30-0.02-8c,8c-2f,85,17.43
30-0.02-8c,8c-2f,86,17.47
