transaction_id,number_id,ATM_id,transaction_type,transaction_start,transaction_end,transaction_amount
45,c-NIGER-500,NIGER-8,3,2018-04-18 05:24:33,2018-04-18 05:24:38,3801.66
106,c-NIGER-503,NIGER-10,1,2018-04-10 20:21:02,2018-04-10 20:21:07,55626.1
154,c-NIGER-505,NIGER-42,1,2018-04-13 15:20:18,2018-04-13 15:20:23,87238.9
190,c-NIGER-506,NIGER-21,1,2018-04-27 07:21:38,2018-04-27 07:21:43,120452.8
238,c-NIGER-508,NIGER-28,0,2018-04-04 18:01:38,2018-04-04 18:01:43,124171.8
491,c-NIGER-523,NIGER-12,1,2018-04-10 07:07:04,2018-04-10 07:07:09,58507.84
527,c-NIGER-524,NIGER-40,0,2018-04-29 14:23:22,2018-04-29 14:23:27,52803.18
705,c-NIGER-535,NIGER-1,0,2018-04-04 20:38:03,2018-04-04 20:38:08,27783.94
748,c-NIGER-537,NIGER-28,0,2018-04-15 08:30:19,2018-04-15 08:30:24,41726.14
893,c-NIGER-545,NIGER-42,3,2018-04-12 03:51:39,2018-04-12 03:51:44,36145.6
992,c-NIGER-550,NIGER-27,2,2018-04-08 09:01:57,2018-04-08 09:02:02,38765.48
1171,c-NIGER-559,NIGER-19,0,2018-04-01 06:51:37,2018-04-01 06:51:42,9839.34
1214,c-NIGER-561,NIGER-37,2,2018-04-12 20:35:46,2018-04-12 20:35:51,58969.56
1282,c-NIGER-565,NIGER-26,0,2018-04-27 09:41:08,2018-04-27 09:41:13,66060.88
1329,c-NIGER-567,NIGER-44,1,2018-04-07 19:45:32,2018-04-07 19:45:37,70635.8
1371,c-NIGER-568,NIGER-41,2,2018-04-28 14:40:17,2018-04-28 14:40:22,72234.7
1472,c-NIGER-574,NIGER-4,2,2018-04-28 00:40:37,2018-04-28 00:40:42,22272.84
1522,c-NIGER-576,EXT-1,0,2018-04-23 16:43:06,2018-04-23 16:43:11,8519.88
1589,c-NIGER-578,NIGER-43,2,2018-04-28 22:47:45,2018-04-28 22:47:50,14646.72
1618,c-NIGER-579,NIGER-26,2,2018-04-03 19:11:42,2018-04-03 19:11:47,7744.74
1754,c-NIGER-586,EXT-0,3,2018-04-30 17:28:47,2018-04-30 17:28:52,65092.86
1955,c-NIGER-596,NIGER-21,1,2018-04-05 09:22:19,2018-04-05 09:22:24,100597.5
2023,c-NIGER-599,EXT-1,0,2018-04-08 18:58:07,2018-04-08 18:58:12,65813.64
2099,c-NIGER-603,NIGER-23,2,2018-04-02 23:06:24,2018-04-02 23:06:29,56891.4
2222,c-NIGER-610,NIGER-18,1,2018-04-29 12:08:19,2018-04-29 12:08:24,62404.1
2317,c-NIGER-615,NIGER-34,1,2018-04-27 20:17:40,2018-04-27 20:17:45,30157.98
2404,c-NIGER-619,NIGER-40,3,2018-04-29 12:59:58,2018-04-29 13:00:03,138.6
2461,c-NIGER-621,EXT-3,0,2018-04-10 00:52:54,2018-04-10 00:52:59,0.0
2571,c-NIGER-626,EXT-3,1,2018-04-14 13:49:27,2018-04-14 13:49:32,63514.62
2603,c-NIGER-627,NIGER-12,2,2018-04-27 11:36:56,2018-04-27 11:37:01,4223.78
2724,c-NIGER-634,NIGER-5,2,2018-04-15 03:49:47,2018-04-15 03:49:52,0.0
2814,c-NIGER-637,NIGER-25,0,2018-04-03 08:33:38,2018-04-03 08:33:43,46145.36
2918,c-NIGER-642,NIGER-6,1,2018-04-15 19:03:53,2018-04-15 19:03:58,7521.3
2966,c-NIGER-644,NIGER-10,0,2018-04-19 05:23:43,2018-04-19 05:23:48,94055.62
3011,c-NIGER-647,NIGER-11,1,2018-04-30 00:50:40,2018-04-30 00:50:45,38981.26
3080,c-NIGER-651,NIGER-43,3,2018-04-30 15:20:10,2018-04-30 15:20:15,58513.9
3121,c-NIGER-652,NIGER-10,2,2018-04-18 01:06:42,2018-04-18 01:06:47,69274.96
3171,c-NIGER-654,NIGER-18,2,2018-04-14 21:54:46,2018-04-14 21:54:51,42383.68
3249,c-NIGER-658,NIGER-44,2,2018-04-23 09:50:50,2018-04-23 09:50:55,155339.76
3280,c-NIGER-659,NIGER-10,3,2018-04-24 10:53:03,2018-04-24 10:53:08,0.0
3361,c-NIGER-663,NIGER-19,2,2018-04-13 09:36:43,2018-04-13 09:36:48,12018.36
3441,c-NIGER-667,NIGER-1,0,2018-04-10 04:50:39,2018-04-10 04:50:44,70392.3
3562,c-NIGER-674,NIGER-7,2,2018-04-21 12:48:28,2018-04-21 12:48:33,32613.56
3886,c-NIGER-693,NIGER-19,1,2018-04-26 07:51:29,2018-04-26 07:51:34,27764.5
3956,c-NIGER-697,NIGER-7,3,2018-04-28 18:42:14,2018-04-28 18:42:19,23913.76
4006,c-NIGER-700,EXT-3,1,2018-04-04 17:44:08,2018-04-04 17:44:13,78612.58
4059,c-NIGER-702,NIGER-8,0,2018-04-21 13:14:18,2018-04-21 13:14:23,8081.4
4185,c-NIGER-709,NIGER-23,2,2018-04-19 12:22:29,2018-04-19 12:22:34,43746.92
4247,c-NIGER-712,NIGER-30,1,2018-04-13 02:45:09,2018-04-13 02:45:14,110792.98
4323,c-NIGER-716,NIGER-21,0,2018-04-08 21:52:52,2018-04-08 21:52:57,50258.48
4391,c-NIGER-720,NIGER-40,1,2018-04-01 08:10:59,2018-04-01 08:11:04,98462.0
4593,c-NIGER-733,NIGER-6,3,2018-04-14 05:42:46,2018-04-14 05:42:51,58276.54
4706,c-NIGER-740,NIGER-30,0,2018-04-30 05:29:01,2018-04-30 05:29:06,169747.46
4759,c-NIGER-742,NIGER-19,2,2018-04-02 00:35:34,2018-04-02 00:35:39,0.0
4890,c-NIGER-749,NIGER-19,2,2018-04-20 06:13:51,2018-04-20 06:13:56,166487.46
