transaction_id,number_id,ATM_id,transaction_type,transaction_start,transaction_end,transaction_amount
0,c-NIGER-1000,NIGER-21,2,2018-04-01 13:46:43,2018-04-01 13:53:52,0.0
1,c-NIGER-1000,NIGER-40,0,2018-04-02 04:52:04,2018-04-02 04:58:00,34083.05
2,c-NIGER-1000,NIGER-40,0,2018-04-04 02:28:30,2018-04-04 02:31:46,51802.48
3,c-NIGER-1000,NIGER-21,2,2018-04-06 18:48:44,2018-04-06 18:57:24,0.0
4,c-NIGER-1000,NIGER-21,0,2018-04-10 23:44:41,2018-04-10 23:47:02,25663.24
5,c-NIGER-1000,NIGER-21,2,2018-04-13 13:39:54,2018-04-13 13:44:31,0.0
6,c-NIGER-1000,NIGER-12,0,2018-04-14 22:47:49,2018-04-14 22:53:51,71671.41
7,c-NIGER-1000,NIGER-21,0,2018-04-17 01:29:14,2018-04-17 01:33:21,34835.1
8,c-NIGER-1000,NIGER-12,2,2018-04-18 04:49:52,2018-04-18 04:52:18,0.0
9,c-NIGER-1000,NIGER-12,0,2018-04-18 14:50:41,2018-04-18 14:55:48,23530.96
10,c-NIGER-1000,EXT-0,0,2018-04-18 20:49:08,2018-04-18 20:51:46,10536.74
11,c-NIGER-1000,EXT-0,0,2018-04-21 12:38:27,2018-04-21 12:45:57,39401.05
12,c-NIGER-1000,NIGER-21,1,2018-04-22 02:48:29,2018-04-22 02:53:37,12787.19
13,c-NIGER-1000,NIGER-21,0,2018-04-22 03:33:48,2018-04-22 03:41:08,65226.12
14,c-NIGER-1000,NIGER-2,0,2018-04-23 14:27:55,2018-04-23 14:34:51,5583.72
15,c-NIGER-1000,EXT-0,1,2018-04-23 21:46:27,2018-04-23 21:50:23,13595.82
16,c-NIGER-1000,EXT-0,0,2018-04-24 18:44:52,2018-04-24 18:48:02,4012.42
17,c-NIGER-1000,NIGER-21,0,2018-04-25 04:20:50,2018-04-25 04:21:44,13139.97
18,c-NIGER-1000,EXT-0,0,2018-04-27 21:53:15,2018-04-27 21:59:03,4948.79
19,c-NIGER-1000,NIGER-42,1,2018-04-28 01:49:28,2018-04-28 01:54:17,18128.14
20,c-NIGER-1000,NIGER-12,0,2018-04-29 02:29:22,2018-04-29 02:35:03,25052.8
21,c-NIGER-1000,EXT-0,2,2018-04-29 21:41:41,2018-04-29 21:50:48,0.0
22,c-NIGER-1000,NIGER-8,0,2018-04-30 02:34:28,2018-04-30 02:38:25,14521.11
23,c-NIGER-1001,NIGER-42,0,2018-04-02 09:56:21,2018-04-02 10:03:38,10125.43
24,c-NIGER-1001,NIGER-8,0,2018-04-03 08:29:00,2018-04-03 08:33:39,29007.83
25,c-NIGER-1001,NIGER-8,3,2018-04-03 17:34:14,2018-04-03 17:39:14,53603.84
26,c-NIGER-1001,NIGER-12,1,2018-04-04 04:57:04,2018-04-04 05:01:44,17640.06
27,c-NIGER-1001,NIGER-21,3,2018-04-06 04:30:41,2018-04-06 04:37:27,26701.12
