test,approach,answer,time
30-0.02-1c,1c-20f,1,0.23
30-0.02-1c,1c-20f,2,0.25
30-0.02-1c,1c-20f,3,0.26
30-0.02-1c,1c-20f,4,0.27
30-0.02-1c,1c-20f,5,0.36
30-0.02-1c,1c-20f,6,0.39
30-0.02-1c,1c-20f,7,0.46
30-0.02-1c,1c-20f,8,0.48
30-0.02-1c,1c-20f,9,0.59
30-0.02-1c,1c-20f,10,0.62
30-0.02-1c,1c-20f,11,0.72
30-0.02-1c,1c-20f,12,0.81
30-0.02-1c,1c-20f,13,0.85
30-0.02-1c,1c-20f,14,0.86
30-0.02-1c,1c-20f,15,0.87
30-0.02-1c,1c-20f,16,0.99
30-0.02-1c,1c-20f,17,1.19
30-0.02-1c,1c-20f,18,1.23
30-0.02-1c,1c-20f,19,1.26
30-0.02-1c,1c-20f,20,1.28
30-0.02-1c,1c-20f,21,1.29
30-0.02-1c,1c-20f,22,1.32
30-0.02-1c,1c-20f,23,1.34
30-0.02-1c,1c-20f,24,1.4
30-0.02-1c,1c-20f,25,1.47
30-0.02-1c,1c-20f,26,1.5
30-0.02-1c,1c-20f,27,1.52
30-0.02-1c,1c-20f,28,1.56
30-0.02-1c,1c-20f,29,1.59
30-0.02-1c,1c-20f,30,1.62
30-0.02-1c,1c-20f,31,1.64
30-0.02-1c,1c-20f,32,1.65
30-0.02-1c,1c-20f,33,1.69
30-0.02-1c,1c-20f,34,1.72
30-0.02-1c,1c-20f,35,1.74
30-0.02-1c,1c-20f,36,1.78
30-0.02-1c,1c-20f,37,1.8
30-0.02-1c,1c-20f,38,1.81
30-0.02-1c,1c-20f,39,1.85
30-0.02-1c,1c-20f,40,1.87
30-0.02-1c,1c-20f,41,1.91
30-0.02-1c,1c-20f,42,1.96
30-0.02-1c,1c-20f,43,2.0
30-0.02-1c,1c-20f,44,2.04
30-0.02-1c,1c-20f,45,2.07
30-0.02-1c,1c-20f,46,2.08
30-0.02-1c,1c-20f,47,2.15
30-0.02-1c,1c-20f,48,2.19
30-0.02-1c,1c-20f,49,2.25
30-0.02-1c,1c-20f,50,2.36
30-0.02-1c,1c-20f,51,2.46
30-0.02-1c,1c-20f,52,2.53
30-0.02-1c,1c-20f,53,2.62
30-0.02-1c,1c-20f,54,2.66
30-0.02-1c,1c-20f,55,2.71
30-0.02-1c,1c-20f,56,2.78
30-0.02-1c,1c-20f,57,2.82
30-0.02-1c,1c-20f,58,2.84
30-0.02-1c,1c-20f,59,2.88
30-0.02-1c,1c-20f,60,2.92
30-0.02-1c,1c-20f,61,2.95
30-0.02-1c,1c-20f,62,3.0
30-0.02-1c,1c-20f,63,3.04
30-0.02-1c,1c-20f,64,3.08
30-0.02-1c,1c-20f,65,3.11
30-0.02-1c,1c-20f,66,3.14
30-0.02-1c,1c-20f,67,3.18
30-0.02-1c,1c-20f,68,3.21
30-0.02-1c,1c-20f,69,3.26
30-0.02-1c,1c-20f,70,3.32
30-0.02-1c,1c-20f,71,3.35
30-0.02-1c,1c-20f,72,3.38
30-0.02-1c,1c-20f,73,3.4
30-0.02-1c,1c-20f,74,3.45
30-0.02-1c,1c-20f,75,3.5
30-0.02-1c,1c-20f,76,3.56
30-0.02-1c,1c-20f,77,3.59
30-0.02-1c,1c-20f,78,3.62
30-0.02-1c,1c-20f,79,3.66
30-0.02-1c,1c-20f,80,3.71
30-0.02-1c,1c-20f,81,3.75
30-0.02-1c,1c-20f,82,3.84
30-0.02-1c,1c-20f,83,3.92
30-0.02-1c,1c-20f,84,3.96
30-0.02-1c,1c-20f,85,4.03
30-0.02-1c,1c-20f,86,4.12
30-0.02-1c,1c-20f,87,4.2
30-0.02-1c,1c-20f,88,4.32
30-0.02-1c,1c-20f,89,4.4
30-0.02-1c,1c-20f,90,4.44
30-0.02-1c,1c-20f,91,4.52
30-0.02-1c,1c-20f,92,4.57
30-0.02-1c,1c-20f,93,4.63
30-0.02-1c,1c-20f,94,4.7
30-0.02-1c,1c-20f,95,4.76
30-0.02-1c,1c-20f,96,4.84
30-0.02-1c,1c-20f,97,4.91
30-0.02-1c,1c-20f,98,4.96
30-0.02-1c,1c-20f,99,5.03
30-0.02-1c,1c-20f,100,5.11
30-0.02-1c,1c-20f,101,5.18
30-0.02-1c,1c-20f,102,5.27
30-0.02-1c,1c-20f,103,5.39
30-0.02-1c,1c-20f,104,5.43
30-0.02-1c,1c-20f,105,5.49
30-0.02-1c,1c-20f,106,5.56
30-0.02-1c,1c-20f,107,5.63
30-0.02-1c,1c-20f,108,5.69
30-0.02-1c,1c-20f,109,5.74
