test,approach,answer,time
30-0.02-1c,1c-10f,1,0.19
30-0.02-1c,1c-10f,2,0.27
30-0.02-1c,1c-10f,3,0.39
30-0.02-1c,1c-10f,4,0.44
30-0.02-1c,1c-10f,5,0.45
30-0.02-1c,1c-10f,6,0.46
30-0.02-1c,1c-10f,7,0.47
30-0.02-1c,1c-10f,8,0.48
30-0.02-1c,1c-10f,9,0.51
30-0.02-1c,1c-10f,10,0.51
30-0.02-1c,1c-10f,11,0.52
30-0.02-1c,1c-10f,12,0.54
30-0.02-1c,1c-10f,13,0.54
30-0.02-1c,1c-10f,14,0.55
30-0.02-1c,1c-10f,15,0.59
30-0.02-1c,1c-10f,16,0.65
30-0.02-1c,1c-10f,17,0.91
30-0.02-1c,1c-10f,18,0.97
30-0.02-1c,1c-10f,19,0.98
30-0.02-1c,1c-10f,20,1.01
30-0.02-1c,1c-10f,21,1.04
30-0.02-1c,1c-10f,22,1.10
30-0.02-1c,1c-10f,23,1.25
30-0.02-1c,1c-10f,24,1.25
30-0.02-1c,1c-10f,25,1.28
30-0.02-1c,1c-10f,26,1.28
30-0.02-1c,1c-10f,27,1.30
30-0.02-1c,1c-10f,28,1.31
30-0.02-1c,1c-10f,29,1.42
30-0.02-1c,1c-10f,30,1.42
30-0.02-1c,1c-10f,31,1.46
30-0.02-1c,1c-10f,32,1.47
30-0.02-1c,1c-10f,33,1.48
30-0.02-1c,1c-10f,34,1.53
30-0.02-1c,1c-10f,35,1.54
30-0.02-1c,1c-10f,36,1.56
30-0.02-1c,1c-10f,37,1.66
30-0.02-1c,1c-10f,38,1.69
30-0.02-1c,1c-10f,39,1.69
30-0.02-1c,1c-10f,40,1.71
30-0.02-1c,1c-10f,41,1.72
30-0.02-1c,1c-10f,42,1.72
30-0.02-1c,1c-10f,43,1.81
30-0.02-1c,1c-10f,44,1.83
30-0.02-1c,1c-10f,45,1.85
30-0.02-1c,1c-10f,46,1.93
30-0.02-1c,1c-10f,47,2.05
30-0.02-1c,1c-10f,48,2.23
30-0.02-1c,1c-10f,49,2.29
30-0.02-1c,1c-10f,50,2.29
30-0.02-1c,1c-10f,51,2.49
30-0.02-1c,1c-10f,52,2.65
30-0.02-1c,1c-10f,53,2.71
30-0.02-1c,1c-10f,54,2.73
