test,approach,answer,time
30-0.02-2c,2c-5f,1,0.04
30-0.02-2c,2c-5f,2,0.06
30-0.02-2c,2c-5f,3,0.08
30-0.02-2c,2c-5f,4,0.09
30-0.02-2c,2c-5f,5,0.12
30-0.02-2c,2c-5f,6,0.12
30-0.02-2c,2c-5f,7,0.14
30-0.02-2c,2c-5f,8,0.16
30-0.02-2c,2c-5f,9,0.18
30-0.02-2c,2c-5f,10,0.27
30-0.02-2c,2c-5f,11,0.29
30-0.02-2c,2c-5f,12,0.33
30-0.02-2c,2c-5f,13,0.36
30-0.02-2c,2c-5f,14,0.49
30-0.02-2c,2c-5f,15,0.53
30-0.02-2c,2c-5f,16,0.72
30-0.02-2c,2c-5f,17,0.72
30-0.02-2c,2c-5f,18,0.77
30-0.02-2c,2c-5f,19,0.79
30-0.02-2c,2c-5f,20,0.83
30-0.02-2c,2c-5f,21,1.14
30-0.02-2c,2c-5f,22,1.25
30-0.02-2c,2c-5f,23,1.36
30-0.02-2c,2c-5f,24,1.43
30-0.02-2c,2c-5f,25,1.44
30-0.02-2c,2c-5f,26,1.50
30-0.02-2c,2c-5f,27,1.51
30-0.02-2c,2c-5f,28,1.52
30-0.02-2c,2c-5f,29,1.55
30-0.02-2c,2c-5f,30,1.58
30-0.02-2c,2c-5f,31,1.63
30-0.02-2c,2c-5f,32,1.66
30-0.02-2c,2c-5f,33,1.68
30-0.02-2c,2c-5f,34,1.73
30-0.02-2c,2c-5f,35,1.80
30-0.02-2c,2c-5f,36,1.94
30-0.02-2c,2c-5f,37,2.26
30-0.02-2c,2c-5f,38,2.27
30-0.02-2c,2c-5f,39,2.32
30-0.02-2c,2c-5f,40,2.35
30-0.02-2c,2c-5f,41,2.38
30-0.02-2c,2c-5f,42,2.40
30-0.02-2c,2c-5f,43,2.49
30-0.02-2c,2c-5f,44,2.62
30-0.02-2c,2c-5f,45,2.71
30-0.02-2c,2c-5f,46,2.91
30-0.02-2c,2c-5f,47,2.94
30-0.02-2c,2c-5f,48,2.99
30-0.02-2c,2c-5f,49,3.16
30-0.02-2c,2c-5f,50,3.24
30-0.02-2c,2c-5f,51,3.36
30-0.02-2c,2c-5f,52,3.54
30-0.02-2c,2c-5f,53,3.81
30-0.02-2c,2c-5f,54,3.89
30-0.02-2c,2c-5f,55,4.02
30-0.02-2c,2c-5f,56,4.02
30-0.02-2c,2c-5f,57,4.05
30-0.02-2c,2c-5f,58,4.05
30-0.02-2c,2c-5f,59,4.07
30-0.02-2c,2c-5f,60,4.09
30-0.02-2c,2c-5f,61,4.11
30-0.02-2c,2c-5f,62,4.21
30-0.02-2c,2c-5f,63,4.23
30-0.02-2c,2c-5f,64,4.35
30-0.02-2c,2c-5f,65,4.36
30-0.02-2c,2c-5f,66,4.50
30-0.02-2c,2c-5f,67,4.54
30-0.02-2c,2c-5f,68,4.61
30-0.02-2c,2c-5f,69,4.65
30-0.02-2c,2c-5f,70,4.81
30-0.02-2c,2c-5f,71,4.82
30-0.02-2c,2c-5f,72,4.84
30-0.02-2c,2c-5f,73,4.88
30-0.02-2c,2c-5f,74,5.06
30-0.02-2c,2c-5f,75,5.14
30-0.02-2c,2c-5f,76,5.19
30-0.02-2c,2c-5f,77,5.21
30-0.02-2c,2c-5f,78,5.49
30-0.02-2c,2c-5f,79,5.98
30-0.02-2c,2c-5f,80,6.03
30-0.02-2c,2c-5f,81,6.04
30-0.02-2c,2c-5f,82,6.09
30-0.02-2c,2c-5f,83,6.15
30-0.02-2c,2c-5f,84,6.38
30-0.02-2c,2c-5f,85,6.62
30-0.02-2c,2c-5f,86,6.74
30-0.02-2c,2c-5f,87,6.80
30-0.02-2c,2c-5f,88,6.83
30-0.02-2c,2c-5f,89,6.91
30-0.02-2c,2c-5f,90,6.92
30-0.02-2c,2c-5f,91,6.98
30-0.02-2c,2c-5f,92,6.99
30-0.02-2c,2c-5f,93,7.01
30-0.02-2c,2c-5f,94,7.02
30-0.02-2c,2c-5f,95,7.10
30-0.02-2c,2c-5f,96,7.17
30-0.02-2c,2c-5f,97,7.35
30-0.02-2c,2c-5f,98,7.36
30-0.02-2c,2c-5f,99,7.66
30-0.02-2c,2c-5f,100,7.67
30-0.02-2c,2c-5f,101,7.78
30-0.02-2c,2c-5f,102,8.07
30-0.02-2c,2c-5f,103,8.25
30-0.02-2c,2c-5f,104,8.54
30-0.02-2c,2c-5f,105,8.56
30-0.02-2c,2c-5f,106,8.60
30-0.02-2c,2c-5f,107,8.98
30-0.02-2c,2c-5f,108,9.02
30-0.02-2c,2c-5f,109,9.08
30-0.02-2c,2c-5f,110,9.19
30-0.02-2c,2c-5f,111,9.21
30-0.02-2c,2c-5f,112,9.22
30-0.02-2c,2c-5f,113,9.23
30-0.02-2c,2c-5f,114,9.40
30-0.02-2c,2c-5f,115,9.42
30-0.02-2c,2c-5f,116,9.58
30-0.02-2c,2c-5f,117,9.77
30-0.02-2c,2c-5f,118,9.79
30-0.02-2c,2c-5f,119,9.96
30-0.02-2c,2c-5f,120,9.97
30-0.02-2c,2c-5f,121,9.98
30-0.02-2c,2c-5f,122,10.03
30-0.02-2c,2c-5f,123,10.05
