test,approach,answer,time,responseTime,isPositive
30-0.02-8c,8c-500f,1,0.00,1543962.00,0
30-0.02-8c,8c-500f,2,0.01,7486424.00,0
30-0.02-8c,8c-500f,3,0.02,3768211.00,0
30-0.02-8c,8c-500f,4,0.02,13760478.00,0
30-0.02-8c,8c-500f,5,0.02,18723933.00,0
30-0.02-8c,8c-500f,6,0.02,20718687.00,0
30-0.02-8c,8c-500f,7,0.02,16298948.00,0
30-0.02-8c,8c-500f,8,0.02,19712245.00,0
30-0.02-8c,8c-500f,9,0.03,21741226.00,0
30-0.02-8c,8c-500f,10,0.03,17057161.00,0
30-0.02-8c,8c-500f,11,0.03,23391890.00,0
30-0.02-8c,8c-500f,12,0.03,21390200.00,0
30-0.02-8c,8c-500f,13,0.03,24397194.00,0
30-0.02-8c,8c-500f,14,0.03,19831527.00,0
30-0.02-8c,8c-500f,15,0.03,27611628.00,0
30-0.02-8c,8c-500f,16,0.03,27964198.00,0
30-0.02-8c,8c-500f,17,0.03,24170871.00,0
30-0.02-8c,8c-500f,18,0.03,26936478.00,0
30-0.02-8c,8c-500f,19,0.03,27771968.00,0
30-0.02-8c,8c-500f,20,0.03,22282973.00,0
30-0.02-8c,8c-500f,21,0.04,29575230.00,0
30-0.02-8c,8c-500f,22,0.04,30505695.00,0
30-0.02-8c,8c-500f,23,0.04,18199475.00,0
30-0.02-8c,8c-500f,24,0.04,24775827.00,0
30-0.02-8c,8c-500f,25,0.04,31601646.00,0
30-0.02-8c,8c-500f,26,0.04,33698233.00,0
30-0.02-8c,8c-500f,27,0.04,31288137.00,0
30-0.02-8c,8c-500f,28,0.04,31794396.00,0
30-0.02-8c,8c-500f,29,0.04,31446275.00,0
30-0.02-8c,8c-500f,30,0.04,30669980.00,0
30-0.02-8c,8c-500f,31,0.04,35574438.00,0
30-0.02-8c,8c-500f,32,0.04,34580346.00,0
30-0.02-8c,8c-500f,33,0.04,33591275.00,0
30-0.02-8c,8c-500f,34,0.04,42041400.00,0
30-0.02-8c,8c-500f,35,0.05,35099219.00,0
30-0.02-8c,8c-500f,36,0.05,45203388.00,0
30-0.02-8c,8c-500f,37,0.05,30321246.00,0
30-0.02-8c,8c-500f,38,0.06,51694720.00,0
30-0.02-8c,8c-500f,39,0.06,15740471.00,0
30-0.02-8c,8c-500f,40,0.06,47867160.00,0
30-0.02-8c,8c-500f,41,0.06,47875411.00,0
