9,c-NIGER-1,OGUN-3,2018-04-01 00:40:53,0001-01-01 00:00:00,0.00
9,c-NIGER-1,OGUN-3,2018-04-01 00:40:53,2018-04-01 00:46:59,29128.20
0,c-NIGER-0,BENUE-4,2018-04-01 13:46:12,0001-01-01 00:00:00,0.00
0,c-NIGER-0,BENUE-4,2018-04-01 13:46:12,2018-04-01 13:54:06,56202.66
1,c-NIGER-0,OGUN-0,2018-04-01 16:05:10,0001-01-01 00:00:00,0.00
1,c-NIGER-0,OGUN-0,2018-04-01 16:05:10,2018-04-01 16:11:41,37940.13
10,c-NIGER-1,OGUN-3,2018-04-02 13:10:26,0001-01-01 00:00:00,0.00
10,c-NIGER-1,OGUN-3,2018-04-02 13:10:26,2018-04-02 13:15:34,15916.03
14,c-NIGER-1,NIGER-0,2018-04-02 14:54:16,0001-01-01 00:00:00,0.00
14,c-NIGER-1,NIGER-0,2018-04-02 14:54:16,2018-04-02 14:54:21,31832.06
2,c-NIGER-0,OGUN-0,2018-04-02 22:24:23,0001-01-01 00:00:00,0.00
